gene,sig,sig_cell_types
GBE1,0,[]
GADD45G,0,[]
GAGE1,0,[]
GALE,0,[]
GALK1,0,[]
GALNS,0,[]
GALP,0,[]
GALR1,0,[]
GANAB,0,[]
GAP43,0,[]
GART,0,[]
GATA1,0,[]
GATA2,0,[]
GATA4,0,[]
GBA,0,[]
FLI1,0,[]
FKTN,0,[]
IFNL1,0,[]
EYA4,0,[]
F2R,0,[]
F2,0,[]
F12,0,[]
F11R,0,[]
F11,0,[]
EZHIP,0,[]
EYA1,0,[]
FAM131C,0,[]
EXOSC10,0,[]
EXO1,0,[]
EWSR1,0,[]
ETV5,0,[]
ETV3,0,[]
ETV1,0,[]
F2RL1,0,[]
F2RL3,0,[]
F7,0,[]
F8,0,[]
FAAH,0,[]
FABP2,0,[]
FABP3,0,[]
FABP7,0,[]
FADD,0,[]
FADS1,0,[]
FADS2,0,[]
FAF1,0,[]
FAF2,0,[]
FAIM,0,[]
FAIM2,0,[]
FAM110A,0,[]
FAM117B,0,[]
ETS1,0,[]
ESRRG,0,[]
ESRRA,0,[]
ERCC5,0,[]
EPHX2,0,[]
EPM2AIP1,0,[]
EPO,0,[]
EPRS,0,[]
EPS8L3,0,[]
ERAP1,0,[]
ERAS,0,[]
ERBB2,0,[]
ERBB3,0,[]
ERC1,0,[]
ERCC1,0,[]
ERCC2,0,[]
ERCC3,0,[]
ERCC4,0,[]
ERCC6,0,[]
ESR2,0,[]
EREG,0,[]
ERFE,0,[]
ERG,0,[]
ERG28,0,[]
ERGIC2,0,[]
ERLIN2,0,[]
ERMAP,0,[]
ERN1,0,[]
ERP27,0,[]
ERRFI1,0,[]
ERVFRD-1,0,[]
ESF1,0,[]
ESM1,0,[]
ESR1,0,[]
FAM126B,0,[]
FAM161A,0,[]
FKBP15,0,[]
FETUB,0,[]
FGF1,0,[]
FFAR1,0,[]
FEZF2,0,[]
FEZF1,0,[]
FEZ1,0,[]
FEV,0,[]
FES,0,[]
FAM168A,0,[]
FERMT3,0,[]
FER,0,[]
FENDRR,0,[]
FEN1,0,[]
FECH,0,[]
FDX1,0,[]
FGF19,0,[]
FGF2,0,[]
FGF21,0,[]
FGF23,0,[]
FGF4,0,[]
FGF7,0,[]
FGF9,0,[]
FGFBP2,0,[]
FGFR2,0,[]
FGFR4,0,[]
FH,0,[]
FHL2,0,[]
FHL3,0,[]
FHOD1,0,[]
FIBCD1,0,[]
FIBP,0,[]
FIP1L1,0,[]
FDPS,0,[]
FDFT1,0,[]
FCRLA,0,[]
FBL,0,[]
FAM193A,0,[]
FAM3A,0,[]
FAM53C,0,[]
FAM98A,0,[]
FAM9B,0,[]
FANCA,0,[]
FANCC,0,[]
FANCD2,0,[]
FANCI,0,[]
FASLG,0,[]
FASN,0,[]
FAT2,0,[]
FAT3,0,[]
FAT4,0,[]
FBLN2,0,[]
FCRL5,0,[]
FBLN5,0,[]
FBXO16,0,[]
FBXO25,0,[]
FBXO33,0,[]
FBXO42,0,[]
FBXO43,0,[]
FBXO45,0,[]
FBXW11,0,[]
FBXW7,0,[]
FCGR2A,0,[]
FCN2,0,[]
FCRL1,0,[]
FCRL2,0,[]
FCRL4,0,[]
GLI1,0,[]
GLI2,0,[]
GLIPR2,0,[]
HMX2,0,[]
HNRNPD,0,[]
HNRNPA1L2,0,[]
HNMT,0,[]
HNF4A,0,[]
HNF1B,0,[]
HNF1A,0,[]
HMOX1,0,[]
HPCA,0,[]
HMMR,0,[]
HMGN5,0,[]
HMGN3,0,[]
HMGCR,0,[]
HMGB3,0,[]
HMGA2,0,[]
HNRNPF,0,[]
HNRNPH1,0,[]
HNRNPLL,0,[]
HNRNPM,0,[]
HNRNPUL1,0,[]
HOOK3,0,[]
HOTAIR,0,[]
HOXA11,0,[]
HOXA13,0,[]
HOXA5,0,[]
HOXA9,0,[]
HOXB13,0,[]
HOXB4,0,[]
HOXB9,0,[]
HOXC11,0,[]
HOXC13,0,[]
HOXD10,0,[]
HMCN1,0,[]
HLX,0,[]
HIVEP2,0,[]
HECTD4,0,[]
HCRTR2,0,[]
HDAC1,0,[]
HDAC10,0,[]
HDAC2,0,[]
HDAC3,0,[]
HDAC4,0,[]
HDAC5,0,[]
HDAC6,0,[]
HDAC8,0,[]
HDC,0,[]
HEATR3,0,[]
HEATR5A,0,[]
HEATR6,0,[]
HECA,0,[]
HELLS,0,[]
HIPK3,0,[]
HEPACAM,0,[]
HERC2,0,[]
HERC6,0,[]
HES1,0,[]
HES4,0,[]
HES6,0,[]
HESX1,0,[]
HEXA,0,[]
HEXB,0,[]
HEXIM1,0,[]
HGF,0,[]
HGH1,0,[]
HGS,0,[]
HHEX,0,[]
HOXD9,0,[]
HPCAL1,0,[]
GLOD4,0,[]
IARS2,0,[]
IDE,0,[]
ICOSLG,0,[]
ICAM5,0,[]
ICAM4,0,[]
ICAM2,0,[]
ICA1,0,[]
HUWE1,0,[]
HPD,0,[]
HTT,0,[]
HTRA2,0,[]
HTR7,0,[]
HTR6,0,[]
HTR5A,0,[]
HTR4,0,[]
IDH1,0,[]
IDH2,0,[]
IDUA,0,[]
IFI16,0,[]
IFI44L,0,[]
IFIH1,0,[]
IFIT1,0,[]
IFIT2,0,[]
IFIT3,0,[]
IFNA1,0,[]
IFNA17,0,[]
IFNA2,0,[]
IFNA7,0,[]
IFNA8,0,[]
IFNAR1,0,[]
IFNB1,0,[]
IFNG,0,[]
HTR3A,0,[]
HTR2C,0,[]
HTR2A,0,[]
HSD3B1,0,[]
HPRT1,0,[]
HPSE,0,[]
HPSE2,0,[]
HRAS,0,[]
HRH3,0,[]
HRH4,0,[]
HS3ST3A1,0,[]
HS3ST5,0,[]
HS6ST2,0,[]
HSD11B1,0,[]
HSD17B1,0,[]
HSD17B10,0,[]
HSD17B2,0,[]
HSD17B6,0,[]
HSDL1,0,[]
HTR1E,0,[]
HSF1,0,[]
HSPA1L,0,[]
HSPA2,0,[]
HSPA4,0,[]
HSPA6,0,[]
HSPB11,0,[]
HSPB8,0,[]
HSPBP1,0,[]
HSPD1,0,[]
HSPG2,0,[]
HTATIP2,0,[]
HTR1A,0,[]
HTR1B,0,[]
HTR1D,0,[]
HCRTR1,0,[]
HCRT,0,[]
HCN4,0,[]
GPR101,0,[]
GPR158,0,[]
GPR149,0,[]
GPR139,0,[]
GPR137,0,[]
GPR135,0,[]
GPR12,0,[]
GPR1,0,[]
HCN3,0,[]
GPN2,0,[]
GPN1,0,[]
GPHN,0,[]
GPER1,0,[]
GPBP1L1,0,[]
GPBP1,0,[]
GPR162,0,[]
GPR17,0,[]
GPR174,0,[]
GPR22,0,[]
GPR26,0,[]
GPR3,0,[]
GPR37,0,[]
GPR37L1,0,[]
GPR39,0,[]
GPR4,0,[]
GPR55,0,[]
GPR63,0,[]
GPR83,0,[]
GPR88,0,[]
GPRASP2,0,[]
GPRIN2,0,[]
GPT,0,[]
GPATCH11,0,[]
GP6,0,[]
GP5,0,[]
GMPS,0,[]
GLP1R,0,[]
GLRA1,0,[]
GLRA2,0,[]
GLRA3,0,[]
GLRB,0,[]
GLS,0,[]
GLS2,0,[]
GLT8D2,0,[]
GLUD1,0,[]
GLYR1,0,[]
GMDS,0,[]
GMEB1,0,[]
GMEB2,0,[]
GMFB,0,[]
GNAI1,0,[]
GP1BA,0,[]
GNAI2,0,[]
GNAO1,0,[]
GNAT3,0,[]
GNB1L,0,[]
GNB3,0,[]
GNL2,0,[]
GNPAT,0,[]
GNRH1,0,[]
GNRHR,0,[]
GNS,0,[]
GOLGA2,0,[]
GOLPH3,0,[]
GORAB,0,[]
GOT1,0,[]
GRAMD2B,0,[]
GREB1L,0,[]
GREM1,0,[]
HABP2,0,[]
GTPBP10,0,[]
GTPBP4,0,[]
GUCA1A,0,[]
GUCY1A2,0,[]
GUCY2C,0,[]
GUCY2D,0,[]
GUSB,0,[]
GYG2,0,[]
GYPA,0,[]
GYPB,0,[]
GYS1,0,[]
GZMH,0,[]
H2AFX,0,[]
H3F3B,0,[]
HADHA,0,[]
GTF3C1,0,[]
HADHB,0,[]
HAMP,0,[]
HAP1,0,[]
HAS2,0,[]
HAVCR1,0,[]
HAVCR2,0,[]
HAX1,0,[]
HBEGF,0,[]
HBG1,0,[]
HBS1L,0,[]
HBZ,0,[]
HCFC1,0,[]
HCK,0,[]
HCN2,0,[]
GTPBP1,0,[]
GTF2I,0,[]
GRHL2,0,[]
GRM5,0,[]
GRIA1,0,[]
GRIA2,0,[]
GRIK4,0,[]
GRIK5,0,[]
GRIN1,0,[]
GRIN2B,0,[]
GRIN2C,0,[]
GRIN2D,0,[]
GRK2,0,[]
GRK5,0,[]
GRM1,0,[]
GRM2,0,[]
GRM3,0,[]
GRM4,0,[]
GRM7,0,[]
GTF2A1L,0,[]
GRN,0,[]
GRP,0,[]
GRPR,0,[]
GRWD1,0,[]
GSDMB,0,[]
GSDMC,0,[]
GSK3A,0,[]
GSK3B,0,[]
GSR,0,[]
GSS,0,[]
GSTM1,0,[]
GSTM3,0,[]
GSTZ1,0,[]
GSX2,0,[]
ZYX,0,[]
